ISOALPHA,COUNTRYNM,NAME1,pop_size,overall_cvg,mean_age,perc_born_before_1980,perc_born_before_cessation,perc_susceptible,perc_foreign_born
KHM,cambodia,pailin,344986,89,24.01180047886001,16.890714405801972,15.715362362530655,88.71275529035961,NA
KHM,cambodia,phnom penh municipality,1956855,89,27.40425223125883,19.259301276793632,18.18871607758367,86.93631845159707,NA
KHM,cambodia,preah vihear,328778,89,23.246596487599536,15.704822098802232,14.705059340953468,89.438385229547,NA
KHM,cambodia,prey veng,794938,89,26.683580983674197,22.214336212383863,21.029640047399926,84.89588162875596,NA
KHM,cambodia,pursat,374882,89,24.849079176914337,19.62937671053825,18.55277127202693,86.6748430892921,NA
KHM,cambodia,rotanokiri,230946,89,22.908158184164265,15.42706953140561,14.482000121240462,89.59859305292146,NA
KHM,cambodia,siem reap,1105247,89,23.993967864196872,16.59486069629685,15.570510483177063,88.81679225566774,NA
KHM,cambodia,stung treng,143703,89,23.758428842821655,16.943418021892377,15.974335956799788,88.5267526857477,NA
KHM,cambodia,svay rieng,410501,89,26.651330934638406,21.963551854928493,20.690278464607882,85.13962129836467,NA
KHM,cambodia,takeo,767586,89,26.368830984410867,21.572358015909618,20.456496079918082,85.30753082052044,NA
KIR,kiribati,abaiang,4985,NA,24.950451354062185,19.486459378134402,NA,NA,NA
KIR,kiribati,abemama,2560,NA,24.9224609375,19.4453125,NA,NA,NA
KIR,kiribati,aranuka,791,NA,24.79456384323641,19.190897597977248,NA,NA,NA
KIR,kiribati,arorae,1196,NA,24.85576923076923,19.34782608695652,NA,NA,NA
KIR,kiribati,banaba,249,NA,24.10843373493976,18.072289156626507,NA,NA,NA
KIR,kiribati,beru,1776,NA,24.877815315315317,19.36936936936937,NA,NA,NA
KIR,kiribati,butaritari,6921,NA,24.92501083658431,19.448056639213988,NA,NA,NA
KIR,kiribati,kanton,8,NA,15.125,0,NA,NA,NA
KIR,kiribati,kiritimati,6042,NA,24.926762661370407,19.450513075140684,NA,NA,NA
KIR,kiribati,kuria,750,NA,24.673333333333332,19.066666666666666,NA,NA,NA
KIR,kiribati,maiana,2064,NA,24.900193798449614,19.38953488372093,NA,NA,NA
KIR,kiribati,makin,918,NA,24.72930283224401,19.128540305010894,NA,NA,NA
KIR,kiribati,marakei,2854,NA,24.927995795374912,19.467414155571127,NA,NA,NA
KIR,kiribati,nikunau,1715,NA,24.86938775510204,19.346938775510207,NA,NA,NA
KIR,kiribati,nonouti,1725,NA,24.896231884057972,19.40869565217391,NA,NA,NA
KIR,kiribati,nth.tarawa,6388,NA,24.950610519724485,19.483406386975577,NA,NA,NA
KIR,kiribati,onotoa,1170,NA,24.82948717948718,19.28205128205128,NA,NA,NA
KIR,kiribati,sth.tarawa,70599,NA,25.00655108429298,19.577047833538717,NA,NA,NA
KIR,kiribati,tabiteuea.nth,3512,NA,24.970387243735765,19.521640091116176,NA,NA,NA
KIR,kiribati,tabiteuea.sth,1149,NA,24.828981723237597,19.251523063533508,NA,NA,NA
KIR,kiribati,tabuaeran,1051,NA,24.778782112274026,19.200761179828735,NA,NA,NA
KIR,kiribati,tamana,1013,NA,24.863277393879567,19.34846989141165,NA,NA,NA
KIR,kiribati,teeraina,3277,NA,24.83231614281355,19.304241684467502,NA,NA,NA
KNA,saint kitts and nevis,nevis,16707,80,31.732597114981743,28.409648650266355,24.090500987609985,84.447172562399,NA
KNA,saint kitts and nevis,saint kitts,41989,80,28.921229369596798,23.73478768248827,19.718974017004452,87.26943037462192,NA
KOR,republic of korea,busan,3048070,80,39.261923446640004,45.77654056501327,44.173591813836296,71.48152912498728,NA
KOR,republic of korea,chungcheongbuk-do,1491635,80,38.53986330436065,43.432273981235355,41.78146798647122,73.02588426793417,NA
KOR,republic of korea,chungcheongnam-do,2191951,80,39.07194138920076,43.784345544220656,42.24917436566784,72.72393302952483,NA
KOR,republic of korea,daegu,2317146,80,37.48294129933979,41.91561515761199,40.126474551020955,74.09434802986087,NA
KOR,republic of korea,daejeon,1646528,80,35.71941928713025,37.64227513895907,35.89855744937226,76.82389131068527,NA
KOR,republic of korea,gangwon-do,1398665,80,39.84695799208531,46.557896279666686,44.95672659285819,70.97593731165075,NA
KOR,republic of korea,gwangju,1571951,80,35.44040972015031,36.95798405929956,35.218349681383195,77.26303344569901,NA
KOR,republic of korea,gyeonggi-do,14375933,80,35.7700651150781,37.578249703862696,35.68561428326078,76.96136741872685,NA
KOR,republic of korea,gyeongsangbuk-do,2383710,80,40.651300074253996,47.50384904203951,45.94594141065818,70.33730022527908,NA
KOR,republic of korea,gyeongsangnam-do,3243760,80,38.19690883419242,42.97441857597356,41.2089981996202,73.3954707623252,NA
KOR,republic of korea,incheon,2694287,80,36.403054314555206,39.45737035438318,37.63149211646718,75.70510868960879,NA
KOR,republic of korea,jeju,552351,80,37.531954318902294,41.598621166613256,39.83177363669117,74.28460694015219,NA
KOR,republic of korea,jeollabuk-do,1601845,80,39.96404115254597,46.266311659367794,44.73427828535221,71.11954993897662,NA
KOR,republic of korea,jeollanam-do,1461397,80,42.293640605530186,51.028639035115035,49.52932023262673,68.02387085781618,NA
KOR,republic of korea,seoul,9016052,80,37.4590860278978,40.19219720560618,38.53645919522204,75.12086194356465,NA
KOR,republic of korea,ulsan,1108384,80,35.58875669443081,38.744676935069435,36.774204607789365,76.25857350521119,NA
KOS,kosovo,decan,42315,95,29.331088266572138,25.157036511875226,23.832210799952737,81.72903559021623,NA
KOS,kosovo,dragash,35041,95,31.324077509203505,30.247424445649386,28.87189292543021,77.86536328871894,NA
KOS,kosovo,ferizaj,124393,95,28.52138785944547,24.601705883771594,23.334432001800746,82.11065770581946,NA
KOS,kosovo,fushe kosove,54485,95,28.799302560337708,25.199229145636416,23.95595117922364,81.6341700284482,NA
KOS,kosovo,gjakove,101217,95,29.663880573421462,26.877105624549237,25.60696325716036,80.36842161889801,NA
KOS,kosovo,gjilan,94776,95,30.02724318392842,27.444078669705412,25.986747699839626,80.07725987591795,NA
KOS,kosovo,gllogoc,65571,95,27.450809046682224,21.838007655823457,20.71068002623111,84.12215715788992,NA
KOS,kosovo,gracanice,15173,95,31.829961115138733,31.508600804059846,30.398734594345218,76.69481012324523,NA
KOS,kosovo,hani i elezit,10228,95,28.17911615174032,24.270629644114198,22.850997262416893,82.48128294876808,NA
KOS,kosovo,istog,44327,95,29.500507591310036,26.285559591219798,25.070047600785074,80.78004800685812,NA
KOS,kosovo,junik,6792,95,28.67329210836278,23.29210836277974,21.996466431095406,83.13640901060072,NA
KOS,kosovo,kacanik,35407,95,28.337164967379334,23.947242070776966,22.656536842997145,82.63036602931624,NA
KOS,kosovo,kamenice,30418,95,30.73265829443093,28.460779801433368,27.101058583733316,79.22297343678085,NA
KOS,kosovo,kline,44705,95,27.982552287216194,23.5190694553182,22.423889945196287,82.80872477351527,NA
KOS,kosovo,kllokot,2993,95,30.25258937520882,28.446374874707654,26.969595723354495,79.32375943869027,NA
KOS,kosovo,leposaviq,12065,95,29.353087443016992,26.36883547451305,25.198508081226688,80.68156377952755,NA
KOS,kosovo,lipjan,65565,95,28.087394188972777,23.761763135819418,22.529093266224358,82.72807064744909,NA
KOS,kosovo,malisheve,65581,95,25.695125112456353,19.599884112776568,18.55476433723182,85.77498992086122,NA
KOS,kosovo,mamushe,6950,95,26.210791366906474,19.70359712230216,18.607194244604315,85.73479453237411,NA
KOS,kosovo,mitrovice,89271,95,29.358324651902635,26.38169170279262,25.211546862923008,80.67156759754008,NA
KOS,kosovo,novoberde,7712,95,32.23469917012448,31.8698132780083,30.58091286307054,76.55514315352697,NA
KOS,kosovo,obiliq,24302,95,28.27828985268702,24.49016541848408,23.33470496255452,82.11044844045757,NA
KOS,kosovo,partesh,1482,95,34.41228070175438,37.05802968960864,35.465587044534416,72.8103076923077,NA
KOS,kosovo,peje,105647,95,30.39924465436785,28.195216144329706,26.894469317633252,79.38135509763647,NA
KOS,kosovo,podujeve,88416,95,27.882362920738327,23.191277596815056,22.033794788273617,83.10779122557003,NA
KOS,kosovo,pristina,244518,95,30.21287185401484,27.473560228694822,26.195781087690882,79.91700442912179,NA
KOS,kosovo,prizren,201703,95,29.0176199659896,25.302846264061518,23.972771847716697,81.62127446294801,NA
KOS,kosovo,rahovec,63652,95,28.098551498774587,22.802425689687677,21.519512348394397,83.50206585810344,NA
KOS,kosovo,ranillug,3339,95,37.77568134171908,43.677747828691224,42.29410002994909,67.57522821203953,NA
KOS,kosovo,shterpce,6541,95,31.615502216786425,30.334811190949395,28.995566427151807,77.770548998624065,NA
KOS,kosovo,shtime,31063,95,27.38727746837073,22.568328880018026,21.334706886005858,83.6437469658436,NA
KOS,kosovo,skenderaj,52826,95,28.088100556544127,23.217733691742705,22.14250558437133,83.02444809374173,NA
KOS,kosovo,suhareke,68997,95,28.342884473237966,24.135542125019928,22.887082047045524,82.45361854863256,NA
KOS,kosovo,viti,49426,95,28.07807631610893,23.63654756605835,22.340063933961883,82.87298998502813,NA
KOS,kosovo,vushtrri,75539,95,28.860098756933503,25.049841803571667,23.86211096254915,81.70611263056169,NA
KOS,kosovo,zubin potok,5952,95,29.34459005376344,26.34744623655914,25.17809139784946,80.6972162298387,NA
KOS,kosovo,zvecan,6460,95,29.341331269349844,26.34984520123839,25.179566563467493,80.69608529411765,NA
KWT,kuwait,al ahmadi,699305,80,25.920163590993916,14.193749508440522,15.684486740406545,89.87409536039354,NA
KWT,kuwait,al farwaniyah,1085177,80,28.59009083310833,16.890958802112465,18.67549717695823,87.94309902255577,NA
KWT,kuwait,al jahrah,353214,80,22.979717678234724,11.193044443311987,12.31423443011885,92.04993025191527,NA
KWT,kuwait,al kuwayt,374574,80,28.911611590767112,20.69876713279619,22.629920923502432,85.39012305178683,NA
KWT,kuwait,hawalli,794120,80,27.63062887221075,19.499697778673248,21.312144260313303,86.24087966554173,NA
KWT,kuwait,mubarak al-kabeer,290995,80,24.61818931596763,16.15656626402516,17.639547071255517,88.61190841079744,NA
LAO,lao people's democratic republic,attapeu,160913,89,22.086319936860292,15.190568816689762,14.31444320844183,89.71893745440083,NA
LAO,lao people's democratic republic,bokeo,194693,89,23.238436923772298,16.831216325188887,15.770777583169398,88.67295441644025,NA
LAO,lao people's democratic republic,bolikhamxai,378914,89,22.34072375261933,14.979810722221929,14.008402962149724,89.9387447404952,NA
LAO,lao people's democratic republic,champasak,778447,89,23.35749768449233,16.835674104980814,15.90389583362772,88.57734489541356,NA
LAO,lao people's democratic republic,huaphanh,309449,89,21.696121170208983,15.154484260734403,14.301936668077776,89.7279200268865,NA
LAO,lao people's democratic republic,khammouan,442515,89,22.62292803633775,15.765205699241832,14.804741082223199,89.36679081251484,NA
LAO,lao people's democratic republic,luangnamtha,199968,89,23.20054208673388,16.281104976796286,15.225436069771165,89.06463505160825,NA
LAO,lao people's democratic republic,luangprabang,464694,89,22.445045556861075,15.65662565042802,14.753622814152969,89.40350548619091,NA
LAO,lao people's democratic republic,oudomxay,360685,89,21.753538406088413,14.6281658510889,13.714681786045995,90.14970410080818,NA
LAO,lao people's democratic republic,phongsaly,182900,89,23.10705303444505,16.873264078731548,16.003061782394752,88.50612093603061,NA
LAO,lao people's democratic republic,saravane,441607,89,22.198660800213766,15.740783094470876,14.85533517358194,89.33045261827824,NA
LAO,lao people's democratic republic,savannakhet,975572,89,22.98114234520876,15.610001107042843,14.704542565797297,89.4387563929674,NA
LAO,lao people's democratic republic,sekong,136914,89,21.18777480754342,14.091911711001066,13.2407204522547,90.4901173495771,NA
LAO,lao people's democratic republic,vientiane,1481551,89,24.667569324309458,16.206394514937386,15.137919653120276,89.12749196753941,NA
LAO,lao people's democratic republic,xayabury,390818,89,24.22621527155863,17.546070037715765,16.441310277418133,88.19135771944997,NA
LAO,lao people's democratic republic,xiengkhuang,289527,89,21.556189923564986,14.540958183520017,13.683352502529988,90.17220573210788,NA
LBN,lebanon,beirut,660265,80,31.02337697742573,28.940167962863395,27.628967157126304,82.16273880335926,NA
LBN,lebanon,bekaa,845612,80,31.02337596912059,28.94024682715004,27.62905445996509,82.16268244064653,NA
LBN,lebanon,mount lebanon,3710179,80,31.023402913983396,28.940274849272775,27.629071265833804,82.1626715907777,NA
LBN,lebanon,nabatiyeh,603112,80,31.023324026051547,28.940230007030205,27.62903076045577,82.16269774104975,NA
LBN,lebanon,north,1738935,80,31.192085960659828,29.750600223700136,28.231463510712018,81.77376715748433,NA
LBN,lebanon,south,6328736,80,22.392893620463866,16.310195274380224,15.439854024563516,90.03203024174181,NA
LBR,liberia,bomi,96922,87.66666666666667,22.79976166401849,16.123480737087554,17.011411237902642,87.48132028641588,NA
LBR,liberia,bong,389855,87.66666666666667,22.880199048364137,16.04458067743135,16.961280476074435,87.5200537923074,NA
LBR,liberia,gbarpolu,112061,87.66666666666667,22.460195786223576,14.537082481862557,15.431416817626111,88.6218249846066,NA
LBR,liberia,grand bassa,267483,87.66666666666667,23.4365567157539,17.050952770830296,18.051464952912895,86.70705006897634,NA
LBR,liberia,grand cape mount,164678,87.66666666666667,21.977477258650215,13.812409672208794,14.636442026257301,89.22477455883605,NA
LBR,liberia,grand gedeh,180795,87.66666666666667,22.844002876185737,13.661439752205537,14.49918415885395,89.31842757155894,NA
LBR,liberia,grand kru,56942,87.66666666666667,21.459871448140213,14.003371852059992,14.824207087914019,89.06699948719749,NA
LBR,liberia,lofa,334166,87.66666666666667,22.784111788751698,15.121825679452726,15.921428272176104,88.31666200391423,NA
LBR,liberia,margibi,252764,87.66666666666667,22.376457881660365,14.419537592378662,15.35804149325062,88.67954636894494,NA
LBR,liberia,maryland,194982,87.66666666666667,20.797078704700947,12.10624570473172,12.879650429270395,90.4962118718651,NA
LBR,liberia,montserrado,1727789,87.66666666666667,22.267051705966413,12.49635227449648,13.421858803360825,90.09199428078313,NA
LBR,liberia,nimba,574716,87.66666666666667,22.47737056215592,15.242067386326466,16.125251428531655,88.15151747436994,NA
LBR,liberia,river cess,100634,87.66666666666667,22.409588210743884,14.707752846950333,15.627918993580698,88.48156295486615,NA
LBR,liberia,river gee,88599,87.66666666666667,20.8939209246154,13.053194731317507,13.871488391516834,89.76337910811635,NA
LBR,liberia,sinoe,132443,87.66666666666667,21.624510166637723,13.329205771539455,14.24492045634726,89.482257001125,NA
LBY,libya,al butnan,178904,84.5,25.820976613155658,16.73623842954881,17.800160980190494,87.74175732907034,NA
LBY,libya,al jabal al akhdar,233835,84.5,25.82100626510146,16.736160112900123,17.800158231231425,87.74175990249535,NA
LBY,libya,al jabal al gharbi,343312,84.5,25.82146123642634,16.737020552733373,17.800950738686677,87.74122450831896,NA
LBY,libya,al jifarah,511703,84.5,25.821739368344527,16.73732614426728,17.801263623625424,87.74101735420741,NA
LBY,libya,al jufrah,59073,84.5,25.82007854688267,16.733871650330947,17.79797877202783,87.7432802295465,NA
LBY,libya,al kufrah,54805,84.5,25.819386917252075,16.73387464647386,17.79764620016422,87.7434333108293,NA
LBY,libya,al marj,209282,84.5,25.821262698177577,16.736365287028985,17.80028860580461,87.74168071979435,NA
LBY,libya,al marqab,485292,84.5,25.821829949803416,16.737634249070663,17.801571012915936,87.74080441878291,NA
LBY,libya,al wahat,203183,84.5,25.82104555991397,16.73643956433363,17.800406530073875,87.7415848845622,NA
LBY,libya,an nuqat al khams,325907,84.5,25.821399969930074,16.73692188262296,17.800845026341868,87.74129592552477,NA
LBY,libya,az zawiyah,329628,84.5,25.821662601478028,16.737352409382698,17.80127901755919,87.74100291055372,NA
LBY,libya,banghazi,765506,84.5,25.821808712145952,16.73758272306161,17.801532581064027,87.74083057898959,NA
LBY,libya,darnah,184700,84.5,25.821047644829452,16.736004331348134,17.8,87.7418709853817,NA
LBY,libya,ghat,26304,84.5,25.81582649026764,16.725973236009732,17.7896897810219,87.74891532846716,NA
LBY,libya,misratah,615998,84.5,25.821807051321596,16.737554342708904,17.801518836100115,87.74084049039121,NA
LBY,libya,murzuq,89333,84.5,25.82105716812376,16.736032597136553,17.799917163870017,87.7419289937649,NA
LBY,libya,nalut,106487,84.5,25.82045226177843,16.73443706743546,17.798416708142778,87.74294870171946,NA
LBY,libya,sabha,151069,84.5,25.82056543698575,16.735266666225368,17.799283770992062,87.74235542301862,NA
LBY,libya,surt,160471,84.5,25.821089168759464,16.73623271494538,17.800225585931415,87.74171772469792,NA
LBY,libya,tripoli,1206271,84.5,25.82193180471055,16.737814305408982,17.801770912174796,87.74066923038023,NA
LBY,libya,wadi al hayaa,86482,84.5,25.820586942947667,16.734580606368954,17.798617053259637,87.74283064221457,NA
LBY,libya,wadi ash shati,4198532,84.5,32.55547772411881,31.661185385749114,33.43866379963282,76.96023626386557,NA
LCA,saint lucia,anse la raye,6791,80,30.79193049624503,27.828007657193343,23.66367250773082,84.72273302900898,NA
LCA,saint lucia,canaries,2317,80,33.048769961156665,32.64566249460509,28.35563228312473,81.69360379801466,NA
LCA,saint lucia,castries,65977,80,32.26508480227958,30.476378131773195,26.06150628249238,83.17469154402292,NA
LCA,saint lucia,choiseul,40199,80,25.16565088683798,19.776611358491504,16.837234757083507,89.12988124082688,NA
LCA,saint lucia,dennery,12319,80,31.41845929052683,28.6630408312363,24.88513678058284,83.93415569445571,NA
LCA,saint lucia,gros islet,33495,80,33.506612927302584,33.34228989401403,28.58814748469921,81.5434919838782,NA
LCA,saint lucia,laborie,5841,80,33.53441191576785,33.58329053244307,29.197055298750215,81.15038109912686,NA
LCA,saint lucia,micoud,17173,80,32.04172247132126,30.162464333546847,26.414720782623885,82.94665626273802,NA
LCA,saint lucia,soufriere,9505,80,32.18516570226197,31.09942135718043,26.863755917937926,82.65675917937926,NA
LCA,saint lucia,vieux fort,19262,80,30.975963036029487,28.564012044439828,24.521856505035817,84.16868944034887,NA
LIE,liechtenstein,balzers,4626,80,38.439040207522694,44.193687851275406,46.01383484651967,70.29346822308689,NA
LIE,liechtenstein,eschen,4373,80,38.944317402241026,44.79762176995198,46.44408872627487,70.01569631831694,NA
LIE,liechtenstein,gamprin,1703,80,36.83940105695831,39.45977686435702,41.51497357604228,73.1979330593071,NA
LIE,liechtenstein,mauren,4382,80,37.78080785029667,42.99863076220904,44.6554084892743,71.17046827932451,NA
LIE,liechtenstein,planken,392,80,39.464285714285715,48.01020408163265,49.94897959183674,67.7529387755102,NA
LIE,liechtenstein,ruggell,2258,80,37.48095659875997,43.97697077059345,45.571302037201065,70.579167404782993,NA
LIE,liechtenstein,schaan,6161,80,41.51541957474436,49.88151274143808,51.56305794513878,66.71088979061841,NA
LIE,liechtenstein,schellenberg,1044,80,38.58045977011494,45.862068965517246,47.72030651340996,69.19177011494253,NA
LIE,liechtenstein,triesen,5254,80,39.33498287019414,46.52455272173582,48.43167110772744,68.73251313285115,NA
LIE,liechtenstein,triesenberg,2691,80,40.93403939056113,49.89966555183946,51.698253437383876,66.62360758082497,NA
LIE,liechtenstein,valduz,5634,80,42.99485268015619,52.381966631167906,54.025559105431306,65.12109904153354,NA
LKA,sri lanka,central,28856257,85,26.036954914145657,20.67370761218269,21.77903669211152,85.0606697810461,NA
LKA,sri lanka,eastern,22155262,85,24.483203064806908,18.79332052132807,19.750601911184802,86.4520746190228,NA
LKA,sri lanka,north central,1348969,85,30.31634010863111,28.884963257124518,30.265247014571866,79.23955381035442,NA
LKA,sri lanka,north western,3477130,85,28.362867652345468,26.217225125318873,27.382582762220565,81.2169173542548,NA
LKA,sri lanka,northern,11079310,85,23.881025623436837,17.733907616990592,18.69208822571081,87.17816208157367,NA
LKA,sri lanka,sabaragamuwa,1952419,85,32.596956903205715,33.609046009078995,34.96675662345019,76.01455329414435,NA
LKA,sri lanka,southern,6443739,85,25.300977041435104,20.32892083307533,21.34393401098337,85.35912846516595,NA
LKA,sri lanka,uva,1291610,85,30.847434597130714,30.636027903159622,31.995648841368524,78.05258467726325,NA
LKA,sri lanka,western,20691162,85,25.81446136277895,21.138629140306378,22.170808966649624,84.79193358932669,NA
LSO,lesotho,berea,306814,72,25.898044091860214,19.44943842197553,20.402719562992562,88.1452038251188,NA
LSO,lesotho,butha-buthe,122850,72,25.73956043956044,19.624094424094423,20.5004477004477,88.08841986813188,NA
LSO,lesotho,leribe,310239,72,25.872635290856405,19.721376100361336,20.62719387311073,88.01477527196774,NA
LSO,lesotho,mafeteng,181939,72,26.388349941463897,20.95944245049165,21.837868736224777,87.31132474950397,NA
LSO,lesotho,maseru,525952,72,25.915236561511318,18.0591004502312,18.999984789486493,88.96024883791677,NA
LSO,lesotho,mohales hoek,181807,72,26.12743733739625,20.83693147128548,21.711485256343266,87.38475860665432,NA
LSO,lesotho,mokhotlong,127978,72,24.327739924049446,18.102642641704044,18.882620450389908,89.02844221350544,NA
LSO,lesotho,qachas nek,78408,72,25.349575298438936,19.48704213855729,20.33032343638404,88.18726887052341,NA
LSO,lesotho,quthing,131354,72,26.16745207606925,21.08241850267217,21.951672579441812,87.24520016444113,NA
LSO,lesotho,thaba tseka,140784,72,24.61210790998977,18.56176838277077,19.345238095238095,88.75964285714286,NA
LTU,lithuania,alytaus,127826,80,40.03478947944863,48.151862688341964,48.151862688341964,68.91315744840642,NA
LTU,lithuania,kauno,513049,80,38.738946962181004,44.86464255850805,44.86464255850805,71.0353867642272,NA
LTU,lithuania,klaipedos,298754,80,38.50240666233758,44.84150839821391,44.84150839821391,71.05032217811309,NA
LTU,lithuania,marijampoles,135330,80,38.42699327569645,44.848592329860345,44.848592329860345,71.04574879184217,NA
LTU,lithuania,panevezio,201512,80,39.97989697883997,48.30193735360673,48.30193735360673,68.8162692445115,NA
LTU,lithuania,siauliai,239621,80,39.25170164551521,46.803410385567204,46.803410385567204,69.78371825507782,NA
LTU,lithuania,taurages,87544,80,38.80691994882574,45.81376222242529,45.81376222242529,70.42263510920223,NA
LTU,lithuania,telsiai,131410,80,37.97199604291911,44.19070085990412,44.19070085990412,71.4704835248459,NA
LTU,lithuania,utenos,119540,80,41.10314539066421,50.79053036640455,50.79053036640455,67.20963359544922,NA
LTU,lithuania,vilniaus,780748,80,37.73058144241163,42.035125290106414,42.035125290106414,72.8621231127073,NA
LUX,luxembourg,diekirch,91430,80,38.08219949688286,43.04692114185716,41.37744722738708,73.2867200699989,NA
LUX,luxembourg,grevenmacher,73746,80,38.83639790632712,44.66086296205896,42.93222683264177,72.28295435684646,NA
LUX,luxembourg,luxembourg,435639,80,38.97582172395033,43.55115129728973,41.90680815996731,72.9449646519251,NA
LVA,latvia,kurzeme,249133,80,40.902096470559904,47.79880626011007,47.79880626011007,69.14109067847293,NA
LVA,latvia,latgale,277563,80,42.470640899543525,50.961619524216125,50.961619524216125,67.09917843516607,NA
LVA,latvia,riga,914629,80,41.09381563453597,47.05956185513471,47.05956185513471,69.61834686632503,NA
LVA,latvia,vidzeme,190914,80,41.39926616172727,48.63666362864954,48.63666362864954,68.60016996134387,NA
LVA,latvia,zemgale,229944,80,40.501343805448286,46.82557492258985,46.82557492258985,69.76940882997599,NA
MAC,"china, macao special administrative region",ilhas,113276,NA,32.51078781030404,29.131678378473815,NA,NA,NA
MAC,"china, macao special administrative region",macao,481478,NA,34.411470513709865,36.59722770303108,NA,NA,NA
MAR,morocco,beni mellal-khenifra,2577984,84.5,28.196644354658524,25.13630030287232,26.407735657009507,81.75728578051687,NA
MAR,morocco,casablanca-settat,7336940,84.5,29.321708368884032,26.774704440815928,28.167069650290177,80.53228104217835,NA
MAR,morocco,draa-tafilalet,1678324,84.5,26.589277755665773,21.73536218274898,22.8575769636852,84.21635115949006,NA
MAR,morocco,fes-meknes,4346991,84.5,28.517520970252757,25.345394089842838,26.659337458945743,81.58045864898271,NA
MAR,morocco,guelmim-oued noun,413521,84.5,28.099690221294686,24.118291453154736,25.419458745746894,82.43921233456099,NA
MAR,morocco,laayoune-sakia el hamra,378003,84.5,26.81739562913522,20.772639370587004,22.17543247011267,84.65043528225966,NA
MAR,morocco,marrakech-safi,4754381,84.5,27.69217317669745,24.114516695233302,25.365299920220952,82.47668963909287,NA
MAR,morocco,oriental,2365435,84.5,29.06832992663083,26.485597786453653,27.802049094564,80.78722739766681,NA
MAR,morocco,rabat-sale-kenitra,4846852,84.5,28.965715066191418,26.030351246541056,27.37926390160046,81.07864499922837,NA
MAR,morocco,souss-massa,2825470,84.5,28.461983316050073,24.884235189189763,26.276173521573405,81.84903821176654,NA
MAR,morocco,tanger-tetouan-al hoceima,3813427,84.5,27.487296596997922,22.355655424897343,23.56579528072781,83.71799829392302,NA
MCO,monaco,condamine,14693,80,46.17695501259103,57.366092697202745,58.90696249914926,61.969665010549235,NA
MCO,monaco,fontvieille,5203,80,46.17941572169902,57.3784355179704,58.91985393042475,61.96134230251778,NA
MCO,monaco,monaco-ville,1119,80,46.11394101876676,57.31903485254691,58.85612153708669,62.00248793565682,NA
MCO,monaco,monte-carlo,16814,80,46.17669798977043,57.365290829071014,58.90686332817891,61.9697290353277,NA
MDA,republic of moldova,anenii noi,90309,80,32.98827359399395,34.789223665415406,34.789223665415406,77.5400772016078,NA
MDA,republic of moldova,balti,97748,80,33.357214469861276,34.12120964111798,34.12120964111798,77.97134705569424,NA
MDA,republic of moldova,basarabeasca,18245,80,32.64730063030967,34.45217867909016,34.45217867909016,77.7576734447794,NA
MDA,republic of moldova,bender,77425,80,33.085372941556344,35.00393929609299,35.00393929609299,77.40145679044235,NA
MDA,republic of moldova,briceni,67620,80,35.839544513457554,39.91836734693878,39.91836734693878,74.22870204081633,NA
MDA,republic of moldova,cahul,166404,80,32.057300305281125,32.39898079373092,32.39898079373092,79.08321799956731,NA
MDA,republic of moldova,calarasi,64122,80,33.15654533545429,34.585009825021054,34.585009825021054,77.6719176569664,NA
MDA,republic of moldova,cantemir,60635,80,31.10249855693906,30.89667683681042,30.89667683681042,80.05310543415519,NA
MDA,republic of moldova,causeni,72559,80,32.86681183588528,34.79733733926873,34.79733733926873,77.53483901376809,NA
MDA,republic of moldova,chisinau,697742,80,32.31450736805295,30.95201378159836,30.95201378159836,80.0173799026001,NA
MDA,republic of moldova,cimislia,63095,80,32.62754576432364,34.508915127981616,34.508915127981616,77.72104439337507,NA
MDA,republic of moldova,criuleni,48181,80,32.065586019385236,32.6809323177186,32.6809323177186,78.90119009568086,NA
MDA,republic of moldova,donduseni,28606,80,37.07236244144585,42.40578899531567,42.40578899531567,72.6228226246242,NA
MDA,republic of moldova,drochia,91298,80,35.84712699073364,40.303621108896145,40.303621108896145,73.97998221209664,NA
MDA,republic of moldova,dubasari,40328,80,33.122793096607815,34.59135092243603,34.59135092243603,77.66782384447531,NA
MDA,republic of moldova,edinet,70401,80,36.20434368829988,40.86589679123876,40.86589679123876,73.61697703157624,NA
MDA,republic of moldova,falesti,84753,80,33.819286632921546,35.86610503463004,35.86610503463004,76.84484258964284,NA
MDA,republic of moldova,floresti,100634,80,34.629876582467155,37.58113560029413,37.58113560029413,75.7376188564501,NA
MDA,republic of moldova,gagauzia,112366,80,32.58420696652012,34.21301817275689,34.21301817275689,77.91207546766815,NA
MDA,republic of moldova,glodeni,54320,80,34.345360824742265,37.00441826215022,37.00441826215022,76.10994756995582,NA
MDA,republic of moldova,hincesti,125454,80,32.08373587131538,33.25633299854927,33.25633299854927,78.52971141613658,NA
MDA,republic of moldova,ialoveni,113467,80,31.10692095499132,30.42770144623547,30.42770144623547,80.35587594631038,NA
MDA,republic of moldova,leova,48072,80,32.53919121318023,34.03270094857714,34.03270094857714,78.02848826759859,NA
MDA,republic of moldova,nisporeni,51522,80,31.78232599666162,32.33104304957106,32.33104304957106,79.12707860719692,NA
MDA,republic of moldova,ocnita,44227,80,36.18488705994076,40.15239559545075,40.15239559545075,74.07761340357699,NA
MDA,republic of moldova,orhei,101273,80,33.05482211448263,34.431092196340586,34.431092196340586,77.77128687804252,NA
