ISOALPHA,COUNTRYNM,mean_vax,overall_cvg,mean_age,perc_born_before_1980,perc_born_before_cessation,min_admin1_vax,max_admin1_vax,std_admin1_vax
SYC,seychelles,21.46169647985233,80,28.992469967279792,25.0954226435597,26.827120599815412,17.621621621621625,23.492130670546228,1.9635755377654662
SYR,syrian arab republic,12.155809832596484,66,24.501362887466414,17.438495964533775,18.417893685752244,12.154803963034777,12.160303777088604,0.0013307945027066705
TCA,turks and caicos islands,12.586574288506462,60,34.163833990441496,33.77898751139233,20.977623814177438,12.461430400212672,12.603150868218224,0.04736466801676569
TCD,chad,12.174241410427173,78.33333333333334,19.49133243278777,12.035221385690615,16.249539147367862,10.918103646981542,14.94677121042228,0.9856072785115784
TGO,togo,15.007969569454383,94.33333333333333,22.354281799402475,14.842416130764331,15.797862704688825,12.877616034793132,15.87436447459935,1.084659535438381
THA,thailand,32.611748172375286,85,35.162314863216665,36.64778472741257,38.36676255573563,28.9102881839162,37.827852984764625,3.0587836321942374
TJK,tajikistan,16.125344196933256,91,24.443947220719494,17.720158458168413,17.720158458168413,14.702114504677944,20.27880223928498,2.3198657147548642
TKL,tokelau,7.3406071584629595,30,27.422118010307067,25.647729728804006,24.468690528209866,7.340607158462957,7.34060715846296,2.082963028648268e-15
TKM,turkmenistan,19.43394593494373,91,26.846992495742334,21.355984543894206,21.355984543894206,19.43394593494373,19.43394593494373,0
TLS,timor-leste,16.001972763730542,89,23.12470616481846,17.062838283795443,17.979744678348926,11.31549231576322,20.014595966975957,2.1644757291233394
TON,tonga,16.33501620082188,80,25.98566543835044,21.531084626887374,20.41877025102735,15.801336987968028,23.53822152886115,2.935654348537213
TTO,trinidad and tobago,23.92703147485214,80,33.26121249472249,34.03278082293601,29.90878934356516,21.646437419624935,29.2459866100519,2.0219685732125265
TUN,tunisia,26.78875545909356,84.5,31.404227182545196,29.989623357675182,31.342162520408532,23.000196655368978,31.846487340358895,2.5729373935646653
TUR,turkey,23.981873450386413,80,31.077197810455445,28.726732400550542,29.977341812983003,10.18141912863948,34.49501824997533,6.249341736736686
TUV,tuvalu,22.15685274376344,80,27.944776798298715,26.688131977753798,27.696065929704297,18.70089858793325,27.409563409563415,3.440300758903764
TWN,taiwan,34.536728485658756,90,36.07003754958088,38.37414276184307,38.37414276184307,14.96839478791239,40.16838657795309,5.623202840071171
TZA,united republic of tanzania,14.436197747999056,97,21.741964998491493,14.025988168789787,14.882678090720667,10.891351346011904,21.419268037367345,2.8031970574121585
UGA,uganda,11.660417260775436,93,20.2825508291659,11.997731890813464,12.732561795842003,11.541092192088724,11.711740449973542,0.019896490673294787
UKR,ukraine,36.32247464046981,80,40.05244394941444,45.40309330058726,45.40309330058726,30.905406509234496,39.83820972011589,2.4471291278603235
URY,uruguay,27.32358802734175,69,36.200097110090574,38.36091926626883,39.59940293817644,24.18855653463681,30.194188836479256,1.6421248837968354
USA,united states of america,30.396512842786393,95,37.35306793606341,42.045853665236095,31.996329308196216,22.061127724199807,36.769383473317866,2.6480814217052417
UZB,uzbekistan,19.016810407225304,91,26.583137574048273,20.89759385409373,20.89759385409373,19.00661439626683,19.037875991325578,0.007619983849590029
VCT,saint vincent and the grenadines,21.600497299242665,80,31.453297348956593,31.09276291892224,27.00062162405333,19.62274915314673,23.021893124762435,1.3814889502025212
VEN,venezuela (bolivarian republic of),22.916246918509735,87.5,29.64514392719303,26.10827401119295,26.10827401119295,14.814545330420524,27.92377379300695,3.0955147700816146
VGB,british virgin islands,11.937585838835952,60,33.23245469292137,33.19181212105836,19.895976398059926,11.930244504346398,11.968096985530456,0.014678739383741599
VIR,united states virgin islands,32.89863427760977,95,37.86054070008319,44.71662722621674,34.630141344852404,32.74806821999565,34.69664268585132,1.08506181630493
VNM,viet nam,24.55018554383396,89,30.2064665440637,26.19446995606308,27.584478139139282,19.040744843180864,28.620832387647415,3.2721506878279096
VUT,vanuatu,15.266624555999725,80,24.39345333426472,18.09166243920922,19.083280694999655,13.65654578979717,17.585194705819283,1.595587323124657
WLF,wallis and futuna islands,25.982330916911323,77.5,30.559758081087406,30.136950812899563,35.228452775788305,24.538072344384695,26.5710604059918,1.4375396444336797
WSM,samoa,14.867412973267912,80,24.390092382809488,19.717909225071274,18.58426621658489,13.963003580278134,16.081543039524515,0.8659317237487422
XKO,kosovo,22.93191897732003,95,29.017021082982378,25.391276504547456,24.13886208138951,17.629865089632226,40.18280711063943,4.230625912284688
YEM,yemen,9.004939436186074,63,21.414091824230127,13.553295610893311,14.293554660612815,7.087880016437005,11.387137175830976,1.0271977730560755
ZAF,south africa,19.530563317554066,80,28.153856268009193,23.174165305319978,24.32485822285744,17.468857664305318,22.465383533945264,1.705680997687665
ZMB,zambia,11.444793886498227,91,20.75281032790617,11.85152751501373,12.576696578569482,10.01310016086892,13.181593489956516,0.9370914934568688
ZWE,zimbabwe,13.474429164929681,92.33333333333333,21.96820798514055,13.413440778094236,14.231806385815064,11.897849374317737,15.440361353285583,1.121643650852647
