ISOALPHA,COUNTRYNM,mean_susceptibility,overall_cvg,mean_age,perc_born_before_1980,perc_born_before_cessation,min_admin1_susc,max_admin1_susc,std_admin1_susc
TUN,tunisia,78.38383814743247,84.5,31.402976877097085,29.985983849282736,31.33864779773954,74.30021269125363,81.43893015415317,2.0763857638120617
TUR,turkey,80.64676393863901,80,31.077075386884353,28.726521305591497,29.97713144572644,72.16311885581754,91.78387869369078,5.043259567380763
TUV,tuvalu,NA,NA,27.843002615844544,26.54334828101645,NA,NA,NA,NA
TWN,taiwan,72.13933162194908,90,36.06390627186862,38.3597251522111,38.3597251522111,67.58412367479873,87.94067924528302,4.541376846552026
TZA,united republic of tanzania,88.35946042846753,97,21.73772283998913,14.01445222082606,14.870577768663951,82.71470431269469,91.21081384334799,2.2619858807495654
UGA,uganda,90.59077335729829,93,20.281970702357324,11.996781955082602,12.731601399501963,90.5494375131371,90.68957500111179,0.016328828089599418
UKR,ukraine,70.68778998489246,80,40.052415349707,45.40305144843177,45.40305144843177,67.850584469414855,75.05940970606859,1.974852422264862
URY,uruguay,79.54140732872581,69,34.66203857482335,35.4863986439918,36.74118253555699,75.63405537653239,82.25859707317073,1.735616844857068
USA,united states,72.29655616449851,92.73144676949367,39.100103911008915,44.21650893027894,37.27844498482287,65.29592623902612,80.7304649199519,2.67162684075145
UZB,uzbekistan,84.65349634448917,91,26.583092558999578,20.897508960756596,20.897508960756596,84.63645627942226,84.66180653257965,0.00616498709623506
VCT,saint vincent and the grenadines,83.38062689899785,80,31.63510864040591,29.801139700595318,25.74252339064769,81.47109659090908,85.75763259831959,1.3312289505536614
VEN,venezuela (bolivarian republic of),82.38578285500323,87.5,28.89689097337577,24.86675076945238,24.86675076945238,77.46561896135402,86.54498080536501,2.3841691385274646
VGB,british virgin islands,NA,NA,33.20496534122219,32.82635807302996,NA,NA,NA,NA
VIR,united states virgin islands,78.5167954043215,95,34.56733712555246,36.93804223277132,28.02218038958913,73.57411386742578,80.36107800204142,3.7306129631558633
VNM,viet nam,80.18800889462442,89,30.206459914270603,26.19445784636253,27.58446612558036,76.90299844856384,84.6341489533071,2.6406311639657303
VUT,vanuatu,NA,NA,24.390120673517245,18.086132106804616,NA,NA,NA,NA
WLF,wallis and futuna islands,NA,NA,30.54245472837022,30.113480885311873,NA,NA,NA,NA
WSM,samoa,88.00615770477765,80,24.387645031708164,19.711567871780755,18.57782263820069,87.02360816617316,88.7336699764647,0.6989514328149566
YEM,yemen,92.73314157316015,63,21.41394404425228,13.553049999667525,14.293303488994814,90.81076331808737,94.28040405282213,0.82896771437399
ZAF,south africa,84.2499866310196,80,28.14676493507622,23.15781735367811,24.307874092460786,81.87045208056398,85.90265114586045,1.3685905535797371
ZMB,zambia,84.97629576343196,91,25.039584676940063,19.447936889755013,20.457949312428383,79.89105269690808,91.91948566550417,3.8810706905142647
ZWE,zimbabwe,89.12966278575705,92.33333333333331,21.970329221469875,13.408345480991443,14.227157283418116,87.53997190269394,90.3984785123967,0.9050883872254933
